"","X","FID","COMID","FDATE","RESOLUTION","GNIS_ID","GNIS_NAME","LENGTHKM","REACHCODE","FLOWDIR","WBAREACOMI","FTYPE","FCODE","SHAPE_LENG","ENABLED","GNIS_NBR","LCM_Reach"
"305",305,304,23772717,"2/13/01 0:00","Medium",1136527,"McKenzie River",1.322,1.709e+13,"With Digitized",23777451,"ArtificialPath",55800,0.015357454,TRUE,0,"McKenzie Reach A"
"306",306,305,23772723,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.231,1.709e+13,"With Digitized",23777455,"ArtificialPath",55800,0.002711662,TRUE,0,"McKenzie Reach A"
"307",307,306,23772719,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.097,1.709e+13,"With Digitized",23777451,"ArtificialPath",55800,0.00099012,TRUE,0,"McKenzie Reach A"
"308",308,307,23772725,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.304,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.00379257,TRUE,0,"McKenzie Reach A"
"309",309,308,23772721,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.739,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.009143239,TRUE,0,"McKenzie Reach A"
"310",310,309,23772727,"2/13/01 0:00","Medium",1136527,"McKenzie River",3.178,1.709e+13,"With Digitized",23777459,"ArtificialPath",55800,0.036985706,TRUE,0,"McKenzie Reach A"
"311",311,310,23772729,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.371,1.709e+13,"With Digitized",23777459,"ArtificialPath",55800,0.003593675,TRUE,0,"McKenzie Reach A"
"312",312,311,23772731,"2/13/01 0:00","Medium",1136527,"McKenzie River",1.924,1.709e+13,"With Digitized",23777459,"ArtificialPath",55800,0.021123505,TRUE,0,"McKenzie Reach A"
"313",313,312,23772733,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.32,1.709e+13,"With Digitized",23777459,"ArtificialPath",55800,0.003275925,TRUE,0,"McKenzie Reach A"
"314",314,313,23772735,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.247,1.709e+13,"With Digitized",23777459,"ArtificialPath",55800,0.002563638,TRUE,0,"McKenzie Reach A"
"315",315,314,23772737,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.425,1.709e+13,"With Digitized",23777459,"ArtificialPath",55800,0.004194417,TRUE,0,"McKenzie Reach A"
"316",316,315,23772739,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.378,1.709e+13,"With Digitized",23777459,"ArtificialPath",55800,0.003962708,TRUE,0,"McKenzie Reach A"
"317",317,316,23772741,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.562,1.709e+13,"With Digitized",23777459,"ArtificialPath",55800,0.005593409,TRUE,0,"McKenzie Reach A"
"318",318,317,23772743,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.666,1.709e+13,"With Digitized",23777459,"ArtificialPath",55800,0.008096733,TRUE,0,"McKenzie Reach A"
"319",319,318,23772745,"2/13/01 0:00","Medium",1136527,"McKenzie River",3.319,1.709e+13,"With Digitized",23777459,"ArtificialPath",55800,0.039466111,TRUE,0,"McKenzie Reach A"
"320",320,319,23772747,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.324,1.709e+13,"With Digitized",23777459,"ArtificialPath",55800,0.003875495,TRUE,0,"McKenzie Reach A"
"321",321,320,23772749,"2/13/01 0:00","Medium",1136527,"McKenzie River",1.667,1.709e+13,"With Digitized",23777459,"ArtificialPath",55800,0.016021848,TRUE,0,"McKenzie Reach A"
"322",322,321,23772751,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.034,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.000311878,TRUE,0,"McKenzie Reach A"
"323",323,322,23772753,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.337,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.003235498,TRUE,0,"McKenzie Reach A"
"324",324,323,23772755,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.31,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.003058048,TRUE,0,"McKenzie Reach A"
"325",325,324,23772757,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.203,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.002465157,TRUE,0,"McKenzie Reach A"
"326",326,325,23772761,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.155,1.709e+13,"With Digitized",23777507,"ArtificialPath",55800,0.001820534,TRUE,0,"McKenzie Reach A"
"327",327,326,23772759,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.559,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.005543078,TRUE,0,"McKenzie Reach A"
"328",328,327,23772763,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.706,1.709e+13,"With Digitized",23777507,"ArtificialPath",55800,0.008445765,TRUE,0,"McKenzie Reach A"
"329",329,328,23772765,"2/13/01 0:00","Medium",1136527,"McKenzie River",1.004,1.709e+13,"With Digitized",23777507,"ArtificialPath",55800,0.010573987,TRUE,0,"McKenzie Reach A"
"330",330,329,23772767,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.797,1.709e+13,"With Digitized",23777507,"ArtificialPath",55800,0.009428292,TRUE,0,"McKenzie Reach A"
"331",331,330,23772769,"2/13/01 0:00","Medium",1136527,"McKenzie River",3.536,1.709e+13,"With Digitized",23777507,"ArtificialPath",55800,0.040880078,TRUE,0,"McKenzie Reach A"
"332",332,331,23772771,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.22,1.709e+13,"With Digitized",23777507,"ArtificialPath",55800,0.002033616,TRUE,0,"McKenzie Reach A"
"333",333,332,23772773,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.396,1.709e+13,"With Digitized",23777507,"ArtificialPath",55800,0.004044457,TRUE,0,"McKenzie Reach A"
"334",334,333,23772775,"2/13/01 0:00","Medium",1136527,"McKenzie River",1.478,1.709e+13,"With Digitized",23777507,"ArtificialPath",55800,0.017766848,TRUE,0,"McKenzie Reach A"
"335",335,334,23772777,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.053,1.709e+13,"With Digitized",23777507,"ArtificialPath",55800,0.000511259,TRUE,0,"McKenzie Reach A"
"336",336,335,23772779,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.846,1.709e+13,"With Digitized",23777507,"ArtificialPath",55800,0.009617084,TRUE,0,"McKenzie Reach A"
"337",337,336,23772783,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.976,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.011500804,TRUE,0,"McKenzie Reach A"
"338",338,337,23772781,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.902,1.709e+13,"With Digitized",23777507,"ArtificialPath",55800,0.010602963,TRUE,0,"McKenzie Reach A"
"339",339,338,23772785,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.862,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.009496149,TRUE,0,"McKenzie Reach A"
"340",340,339,23772787,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.054,1.709e+13,"With Digitized",23777527,"ArtificialPath",55800,0.000560836,TRUE,0,"McKenzie Reach A"
"341",341,340,23772791,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.168,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.001869887,TRUE,0,"McKenzie Reach A"
"342",342,341,23772789,"2/13/01 0:00","Medium",1136527,"McKenzie River",2.632,1.709e+13,"With Digitized",23777527,"ArtificialPath",55800,0.031927209,TRUE,0,"McKenzie Reach A"
"343",343,342,23772793,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.542,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.006681481,TRUE,0,"McKenzie Reach A"
"344",344,343,23772795,"2/13/01 0:00","Medium",1136527,"McKenzie River",1.596,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.019006584,TRUE,0,"McKenzie Reach A"
"345",345,344,23772799,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.262,1.709e+13,"With Digitized",23777503,"ArtificialPath",55800,0.002719983,TRUE,0,"McKenzie Reach A"
"346",346,345,23772797,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.127,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.001458036,TRUE,0,"McKenzie Reach A"
"347",347,346,23772801,"2/13/01 0:00","Medium",1136527,"McKenzie River",2.287,1.709e+13,"With Digitized",23777503,"ArtificialPath",55800,0.025509889,TRUE,0,"McKenzie Reach A"
"348",348,347,23772805,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.5,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.00582135,TRUE,0,"McKenzie Reach A"
"349",349,348,23772803,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.382,1.709e+13,"With Digitized",23777503,"ArtificialPath",55800,0.004649956,TRUE,0,"McKenzie Reach A"
"350",350,349,23772807,"2/13/01 0:00","Medium",NA," ",0.452,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.005502276,TRUE,0,"McKenzie Reach A"
"351",351,350,23772809,"2/13/01 0:00","Medium",NA," ",1.201,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.014367595,TRUE,0,"McKenzie Reach A"
"352",352,351,23775079,"2/13/01 0:00","Medium",NA," ",0.047,1.709e+13,"With Digitized",23777501,"ArtificialPath",55800,0.000471975,TRUE,0,"McKenzie Reach A"
"353",353,352,23772811,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.258,1.709e+13,"With Digitized",23777501,"ArtificialPath",55800,0.003188911,TRUE,0,"McKenzie Reach A"
"354",354,353,23772815,"2/13/01 0:00","Medium",NA," ",0.523,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.005406996,TRUE,0,"McKenzie Reach A"
"355",355,354,23772817,"2/13/01 0:00","Medium",NA," ",0.054,1.709e+13,"With Digitized",23777495,"ArtificialPath",55800,0.000671472,TRUE,0,"McKenzie Reach A"
"356",356,355,23772813,"2/13/01 0:00","Medium",NA," ",0.124,1.709e+13,"With Digitized",23777501,"ArtificialPath",55800,0.001278462,TRUE,0,"McKenzie Reach A"
"357",357,356,23772819,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.09,1.709e+13,"With Digitized",23777495,"ArtificialPath",55800,0.000828613,TRUE,0,"McKenzie Reach A"
"358",358,357,23772821,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.047,1.709e+13,"With Digitized",23777495,"ArtificialPath",55800,0.000436771,TRUE,0,"McKenzie Reach A"
"359",359,358,23772825,"2/13/01 0:00","Medium",1136527,"McKenzie River",1.127,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.013554837,TRUE,0,"McKenzie Reach A"
"360",360,359,23772823,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.687,1.709e+13,"With Digitized",23777495,"ArtificialPath",55800,0.007041259,TRUE,0,"McKenzie Reach A"
"361",361,360,23772829,"2/13/01 0:00","Medium",1136527,"McKenzie River",1.604,1.709e+13,"With Digitized",23777467,"ArtificialPath",55800,0.019571167,TRUE,0,"McKenzie Reach A"
"362",362,361,947090069,"2/13/01 0:00","Medium",1136527,"McKenzie River",2.275,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.03007364,TRUE,0,"McKenzie Reach A"
"363",363,362,947090070,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.371,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.03007364,TRUE,0,"McKenzie Reach A"
"364",364,363,23772839,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.831,1.709e+13,"With Digitized",23777467,"ArtificialPath",55800,0.010044305,TRUE,0,"McKenzie Reach A"
"365",365,364,23772841,"2/13/01 0:00","Medium",NA," ",0.137,1.709e+13,"With Digitized",23777467,"ArtificialPath",55800,0.001700173,TRUE,0,"McKenzie Reach A"
"366",366,365,23772843,"2/13/01 0:00","Medium",NA," ",0.213,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.002619884,TRUE,0,"McKenzie Reach A"
"367",367,366,23772845,"2/13/01 0:00","Medium",NA," ",0.097,1.709e+13,"With Digitized",23777463,"ArtificialPath",55800,0.001156448,TRUE,0,"McKenzie Reach A"
"368",368,367,23772847,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.205,1.709e+13,"With Digitized",23777463,"ArtificialPath",55800,0.002376175,TRUE,0,"McKenzie Reach A"
"369",369,368,23772851,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.089,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.001098352,TRUE,0,"McKenzie Reach A"
"370",370,369,23772853,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.09,1.709e+13,"With Digitized",23777425,"ArtificialPath",55800,0.001131003,TRUE,0,"McKenzie Reach A"
"371",371,370,23772849,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.07,1.709e+13,"With Digitized",23777463,"ArtificialPath",55800,0.000867541,TRUE,0,"McKenzie Reach A"
"372",372,371,23772855,"2/13/01 0:00","Medium",1136527,"McKenzie River",1.202,1.709e+13,"With Digitized",23777425,"ArtificialPath",55800,0.01301701,TRUE,0,"McKenzie Reach A"
"373",373,372,23772857,"2/13/01 0:00","Medium",1136527,"McKenzie River",2.358,1.709e+13,"With Digitized",23777425,"ArtificialPath",55800,0.026700243,TRUE,0,"McKenzie Reach A"
"374",374,373,23772859,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.457,1.709e+13,"With Digitized",23777425,"ArtificialPath",55800,0.004668617,TRUE,0,"McKenzie Reach A"
"375",375,374,23772861,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.453,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.004221053,TRUE,0,"McKenzie Reach A"
"376",376,375,23772863,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.051,1.709e+13,"With Digitized",23777401,"ArtificialPath",55800,0.000459064,TRUE,0,"McKenzie Reach A"
"377",377,376,23772865,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.438,1.709e+13,"With Digitized",23777401,"ArtificialPath",55800,0.004047157,TRUE,0,"McKenzie Reach A"
"378",378,377,23772867,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.663,1.709e+13,"With Digitized",23777401,"ArtificialPath",55800,0.007523967,TRUE,0,"McKenzie Reach B"
"379",379,378,23772869,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.517,1.709e+13,"With Digitized",23777401,"ArtificialPath",55800,0.006474141,TRUE,0,"McKenzie Reach B"
"380",380,379,23772871,"2/13/01 0:00","Medium",1136527,"McKenzie River",1.859,1.709e+13,"With Digitized",23777401,"ArtificialPath",55800,0.020914201,TRUE,0,"McKenzie Reach B"
"381",381,380,23772873,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.761,1.709e+13,"With Digitized",23777401,"ArtificialPath",55800,0.008145297,TRUE,0,"McKenzie Reach B"
"382",382,381,23772875,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.453,1.709e+13,"With Digitized",23777401,"ArtificialPath",55800,0.004445064,TRUE,0,"McKenzie Reach B"
"383",383,382,23772881,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.064,1.709e+13,"With Digitized",120049224,"ArtificialPath",55800,0.000761331,TRUE,0,"McKenzie Reach B"
"384",384,383,23772877,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.087,1.709e+13,"With Digitized",23777401,"ArtificialPath",55800,0.001073801,TRUE,0,"McKenzie Reach B"
"385",385,384,23772879,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.128,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.001570215,TRUE,0,"McKenzie Reach B"
"386",386,385,23772883,"2/13/01 0:00","Medium",1136527,"McKenzie River",1.493,1.709e+13,"With Digitized",120049224,"ArtificialPath",55800,0.017194542,TRUE,0,"McKenzie Reach B"
"387",387,386,23772885,"2/13/01 0:00","Medium",1136527,"McKenzie River",2.313,1.709e+13,"With Digitized",120049224,"ArtificialPath",55800,0.027307097,TRUE,0,"McKenzie Reach B"
"388",388,387,23772903,"2/13/01 0:00","Medium",1136527,"McKenzie River",3.16,1.709e+13,"With Digitized",120049224,"ArtificialPath",55800,0.0373366,TRUE,0,"McKenzie Reach B"
"389",389,388,23772905,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.848,1.709e+13,"With Digitized",120049224,"ArtificialPath",55800,0.01056375,TRUE,0,"McKenzie Reach B"
"390",390,389,23772907,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.066,1.709e+13,"With Digitized",120049224,"ArtificialPath",55800,0.000820445,TRUE,0,"McKenzie Reach B"
"391",391,390,23772909,"2/13/01 0:00","Medium",1136527,"McKenzie River",1.812,1.709e+13,"With Digitized",120049224,"ArtificialPath",55800,0.020398993,TRUE,0,"McKenzie Reach B"
"392",392,391,23772911,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.049,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.000543703,TRUE,0,"McKenzie Reach B"
"393",393,392,23772913,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.142,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.001292991,TRUE,0,"McKenzie Reach B"
"394",394,393,23772917,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.155,1.709e+13,"With Digitized",23777397,"ArtificialPath",55800,0.001530732,TRUE,0,"McKenzie Reach B"
"395",395,394,23772915,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.234,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.002233885,TRUE,0,"McKenzie Reach B"
"396",396,395,23772919,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.893,1.709e+13,"With Digitized",23777397,"ArtificialPath",55800,0.008957997,TRUE,0,"McKenzie Reach B"
"397",397,396,23772933,"2/13/01 0:00","Medium",1136527,"McKenzie River",2.093,1.709e+13,"With Digitized",23777397,"ArtificialPath",55800,0.022614994,TRUE,0,"McKenzie Reach B"
"398",398,397,23772935,"2/13/01 0:00","Medium",1136527,"McKenzie River",1.68,1.709e+13,"With Digitized",23777397,"ArtificialPath",55800,0.020032932,TRUE,0,"McKenzie Reach B"
"399",399,398,23772945,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.248,1.709e+13,"With Digitized",23777397,"ArtificialPath",55800,0.003005503,TRUE,0,"McKenzie Reach B"
"400",400,399,23772947,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.313,1.709e+13,"With Digitized",23777397,"ArtificialPath",55800,0.003813968,TRUE,0,"McKenzie Reach B"
"401",401,400,23772949,"2/13/01 0:00","Medium",1136527,"McKenzie River",3.366,1.709e+13,"With Digitized",23777397,"ArtificialPath",55800,0.03876809,TRUE,0,"McKenzie Reach B"
"402",402,401,23772985,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.499,1.709e+13,"With Digitized",23777397,"ArtificialPath",55800,0.005170596,TRUE,0,"McKenzie Reach B"
"403",403,402,23772987,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.328,1.709e+13,"With Digitized",23777397,"ArtificialPath",55800,0.003221077,TRUE,0,"McKenzie Reach B"
"404",404,403,23772989,"2/13/01 0:00","Medium",1136527,"McKenzie River",1.936,1.709e+13,"With Digitized",23777397,"ArtificialPath",55800,0.019388064,TRUE,0,"McKenzie Reach B"
"405",405,404,23772991,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.123,1.709e+13,"With Digitized",23777397,"ArtificialPath",55800,0.001542611,TRUE,0,"McKenzie Reach B"
"406",406,405,23772993,"2/13/01 0:00","Medium",1136527,"McKenzie River",1.398,1.709e+13,"With Digitized",23777397,"ArtificialPath",55800,0.015517592,TRUE,0,"McKenzie Reach B"
"407",407,406,23772995,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.9,1.709e+13,"With Digitized",23777397,"ArtificialPath",55800,0.010171733,TRUE,0,"McKenzie Reach B"
"408",408,407,23772997,"2/13/01 0:00","Medium",1136527,"McKenzie River",2.712,1.709e+13,"With Digitized",23777397,"ArtificialPath",55800,0.032214536,TRUE,0,"McKenzie Reach B"
"409",409,408,23772999,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.208,1.709e+13,"With Digitized",23777397,"ArtificialPath",55800,0.002512101,TRUE,0,"McKenzie Reach B"
"410",410,409,23773001,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.996,1.709e+13,"With Digitized",23777397,"ArtificialPath",55800,0.012288373,TRUE,0,"McKenzie Reach B"
"411",411,410,23773003,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.305,1.709e+13,"With Digitized",23777397,"ArtificialPath",55800,0.003563037,TRUE,0,"McKenzie Reach B"
"412",412,411,23773005,"2/13/01 0:00","Medium",1149990,"South Fork McKenzie River",0.123,1.709e+13,"With Digitized",23777397,"ArtificialPath",55800,0.001474082,TRUE,0,"McKenzie Reach B"
"413",413,412,23773007,"2/13/01 0:00","Medium",1149990,"South Fork McKenzie River",5.782,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.063001254,TRUE,0,"McKenzie Reach B"
"414",414,413,23773009,"2/13/01 0:00","Medium",1149990,"South Fork McKenzie River",1.332,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.013341606,TRUE,0,"McKenzie Reach B"
"415",415,414,23773033,"2/13/01 0:00","Medium",1149990,"South Fork McKenzie River",0.254,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.002307409,TRUE,0,"McKenzie Reach C"
"416",416,415,23773035,"2/13/01 0:00","Medium",1149990,"South Fork McKenzie River",0.085,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.000762576,TRUE,0,"McKenzie Reach C"
"417",417,416,23773037,"2/13/01 0:00","Medium",1149990,"South Fork McKenzie River",1.203,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.013267201,TRUE,0,"McKenzie Reach C"
"418",418,417,23773039,"2/13/01 0:00","Medium",1149990,"South Fork McKenzie River",0.844,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.009065668,TRUE,0,"McKenzie Reach C"
"419",419,418,23773047,"2/13/01 0:00","Medium",1149990,"South Fork McKenzie River",4.22,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.046395933,TRUE,0,"McKenzie Reach C"
"420",420,419,23773049,"2/13/01 0:00","Medium",1149990,"South Fork McKenzie River",0.507,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.005331596,TRUE,0,"McKenzie Reach C"
"421",421,420,23773051,"2/13/01 0:00","Medium",1149990,"South Fork McKenzie River",0.303,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.002800236,TRUE,0,"McKenzie Reach C"
"422",422,421,23773053,"2/13/01 0:00","Medium",1149990,"South Fork McKenzie River",0.034,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.000311878,TRUE,0,"McKenzie Reach C"
"423",423,422,23773055,"2/13/01 0:00","Medium",1149990,"South Fork McKenzie River",1.092,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.01159034,TRUE,0,"McKenzie Reach C"
"424",424,423,23773057,"2/13/01 0:00","Medium",1149990,"South Fork McKenzie River",0.094,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.000902175,TRUE,0,"McKenzie Reach C"
"425",425,424,23773059,"2/13/01 0:00","Medium",1149990,"South Fork McKenzie River",0.269,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.002777195,TRUE,0,"McKenzie Reach C"
"426",426,425,23773061,"2/13/01 0:00","Medium",1149990,"South Fork McKenzie River",0.981,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.008931963,TRUE,0,"McKenzie Reach C"
"427",427,426,23773063,"2/13/01 0:00","Medium",1149990,"South Fork McKenzie River",0.544,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.004923268,TRUE,0,"McKenzie Reach C"
"428",428,427,23773079,"2/13/01 0:00","Medium",1149990,"South Fork McKenzie River",0.981,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.009672514,TRUE,0,"McKenzie Reach C"
"429",429,428,23773081,"2/13/01 0:00","Medium",1149990,"South Fork McKenzie River",1.375,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.014871015,TRUE,0,"McKenzie Reach C"
"430",430,429,23773083,"2/13/01 0:00","Medium",1149990,"South Fork McKenzie River",0.885,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.010291687,TRUE,0,"McKenzie Reach C"
"431",431,430,23773085,"2/13/01 0:00","Medium",1149990,"South Fork McKenzie River",0.539,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.006417805,TRUE,0,"McKenzie Reach C"
"432",432,431,23773087,"2/13/01 0:00","Medium",1149990,"South Fork McKenzie River",0.368,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.004249266,TRUE,0,"McKenzie Reach C"
"433",433,432,23773089,"2/13/01 0:00","Medium",1149990,"South Fork McKenzie River",0.608,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.007167871,TRUE,0,"McKenzie Reach C"
"434",434,433,23773091,"2/13/01 0:00","Medium",1149990,"South Fork McKenzie River",0.915,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.010928375,TRUE,0,"McKenzie Reach C"
"435",435,434,23773093,"2/13/01 0:00","Medium",1149990,"South Fork McKenzie River",0.044,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.000495308,TRUE,0,"McKenzie Reach C"
"436",436,435,23773095,"2/13/01 0:00","Medium",1149990,"South Fork McKenzie River",1.074,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.01269614,TRUE,0,"McKenzie Reach C"
"437",437,436,23773097,"2/13/01 0:00","Medium",1149990,"South Fork McKenzie River",0.641,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.007214409,TRUE,0,"McKenzie Reach C"
"438",438,437,23773099,"2/13/01 0:00","Medium",1149990,"South Fork McKenzie River",1.223,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.014913217,TRUE,0,"McKenzie Reach C"
"439",439,438,23773109,"2/13/01 0:00","Medium",1149990,"South Fork McKenzie River",1.942,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.023347115,TRUE,0,"McKenzie Reach C"
"440",440,439,23773111,"2/13/01 0:00","Medium",1149990,"South Fork McKenzie River",0.391,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.004855571,TRUE,0,"McKenzie Reach C"
"441",441,440,23773113,"2/13/01 0:00","Medium",1149990,"South Fork McKenzie River",2.393,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.02813794,TRUE,0,"McKenzie Reach C"
"442",442,441,23773123,"2/13/01 0:00","Medium",1149990,"South Fork McKenzie River",1.776,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.021603043,TRUE,0,"McKenzie Reach C"
"443",443,442,23773125,"2/13/01 0:00","Medium",1149990,"South Fork McKenzie River",3.388,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.040517763,TRUE,0,"McKenzie Reach C"
"444",444,443,23773127,"2/13/01 0:00","Medium",1149990,"South Fork McKenzie River",0.181,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.002207402,TRUE,0,"McKenzie Reach C"
"445",445,444,23773129,"2/13/01 0:00","Medium",1149990,"South Fork McKenzie River",2.432,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.029556416,TRUE,0,"McKenzie Reach C"
"446",446,445,23773133,"2/13/01 0:00","Medium",1149990,"South Fork McKenzie River",2.094,1.709e+13,"With Digitized",0,"StreamRiver",46003,0.023108139,TRUE,0,"McKenzie Reach C"
"447",447,446,23773131,"2/13/01 0:00","Medium",1149990,"South Fork McKenzie River",3.144,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.035182597,TRUE,0,"McKenzie Reach C"
"448",448,447,23773207,"2/13/01 0:00","Medium",1136527,"McKenzie River",0.706,1.709e+13,"With Digitized",0,"StreamRiver",46006,0.008492752,TRUE,0,"McKenzie Reach B"
